"image_id","datetime_str","model_name","clip_area","ref_area","save_dir"
"RC0220Ra_20130327_1150","20130327_1150","RuBsAdDlb3Mxtshcn20210211",1693.08,2536.35,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130327_1150_cnt.png"
"RC0220Ra_20130327_1550","20130327_1550","RuBsAdDlb3Mxtshcn20210211",1301.62,2119.61,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130327_1550_cnt.png"
"RC0220Ra_20130329_0750","20130329_0750","RuBsAdDlb3Mxtshcn20210211",1704.5,2516.79,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130329_0750_cnt.png"
"RC0220Ra_20130331_1550","20130331_1550","RuBsAdDlb3Mxtshcn20210211",1851.3,2696.24,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130331_1550_cnt.png"
"RC0220Ra_20130401_0950","20130401_0950","RuBsAdDlb3Mxtshcn20210211",2049.46,2285.98,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130401_0950_cnt.png"
"RC0220Ra_20130401_1150","20130401_1150","RuBsAdDlb3Mxtshcn20210211",1998.09,2830.77,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130401_1150_cnt.png"
"RC0220Ra_20130401_1550","20130401_1550","RuBsAdDlb3Mxtshcn20210211",1566.68,2365.94,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130401_1550_cnt.png"
"RC0220Ra_20130402_0950","20130402_0950","RuBsAdDlb3Mxtshcn20210211",2071.49,2724.74,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130402_0950_cnt.png"
"RC0220Ra_20130402_1150","20130402_1150","RuBsAdDlb3Mxtshcn20210211",2080.46,2932.72,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130402_1150_cnt.png"
"RC0220Ra_20130402_1550","20130402_1550","RuBsAdDlb3Mxtshcn20210211",1520.18,2392.82,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130402_1550_cnt.png"
"RC0220Ra_20130403_0950","20130403_0950","RuBsAdDlb3Mxtshcn20210211",2326.77,2720.68,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130403_0950_cnt.png"
"RC0220Ra_20130403_1550","20130403_1550","RuBsAdDlb3Mxtshcn20210211",1511.22,2299.07,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130403_1550_cnt.png"
"RC0220Ra_20130404_1350","20130404_1350","RuBsAdDlb3Mxtshcn20210211",1916.54,2692.14,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130404_1350_cnt.png"
"RC0220Ra_20130405_0750","20130405_0750","RuBsAdDlb3Mxtshcn20210211",1835.81,2736.17,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130405_0750_cnt.png"
"RC0220Ra_20130405_1350","20130405_1350","RuBsAdDlb3Mxtshcn20210211",1793.39,2551.05,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130405_1350_cnt.png"
"RC0220Ra_20130406_0750","20130406_0750","RuBsAdDlb3Mxtshcn20210211",1830.91,2747.58,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130406_0750_cnt.png"
"RC0220Ra_20130406_1350","20130406_1350","RuBsAdDlb3Mxtshcn20210211",1981.79,2768.81,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130406_1350_cnt.png"
"RC0220Ra_20130407_0750","20130407_0750","RuBsAdDlb3Mxtshcn20210211",1789.32,2689.68,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130407_0750_cnt.png"
"RC0220Ra_20130407_1350","20130407_1350","RuBsAdDlb3Mxtshcn20210211",2130.22,3019.99,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130407_1350_cnt.png"
"RC0220Ra_20130408_0950","20130408_0950","RuBsAdDlb3Mxtshcn20210211",2029.1,2963.71,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130408_0950_cnt.png"
"RC0220Ra_20130409_1150","20130409_1150","RuBsAdDlb3Mxtshcn20210211",2086.98,2953.1,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130409_1150_cnt.png"
"RC0220Ra_20130409_1550","20130409_1550","RuBsAdDlb3Mxtshcn20210211",1678.39,2544.5,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130409_1550_cnt.png"
"RC0220Ra_20130412_0750","20130412_0750","RuBsAdDlb3Mxtshcn20210211",1757.51,2549.41,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130412_0750_cnt.png"
"RC0220Ra_20130412_1350","20130412_1350","RuBsAdDlb3Mxtshcn20210211",1827.64,2590.2,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130412_1350_cnt.png"
"RC0220Ra_20130413_0750","20130413_0750","RuBsAdDlb3Mxtshcn20210211",1814.6,2792.45,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130413_0750_cnt.png"
"RC0220Ra_20130414_0950","20130414_0950","RuBsAdDlb3Mxtshcn20210211",2003.0,2874.0,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130414_0950_cnt.png"
"RC0220Ra_20130416_0749","20130416_0749","RuBsAdDlb3Mxtshcn20210211",1780.35,2692.95,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130416_0749_cnt.png"
"RC0220Ra_20130416_1349","20130416_1349","RuBsAdDlb3Mxtshcn20210211",1846.42,2747.6,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130416_1349_cnt.png"
"RC0220Ra_20130417_0749","20130417_0749","RuBsAdDlb3Mxtshcn20210211",1771.38,2714.96,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130417_0749_cnt.png"
"RC0220Ra_20130418_0949","20130418_0949","RuBsAdDlb3Mxtshcn20210211",1942.64,2816.1,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130418_0949_cnt.png"
